game_id,season,week,season_type,team,opponent,home_away,layer,statistic,official_value,reconstructed_value,raw_difference,absolute_difference,root_cause
401752802,2025,1,regular,Western Michigan,Michigan State,away,canon,third_down_attempts,14,13,-1,1,accepted_or_declined_penalty
401754375,2025,1,regular,Colorado,Georgia Tech,home,canon,total_plays,60,59,-1,1,duplicate_plays
401754375,2025,1,regular,Colorado,Georgia Tech,home,canon,total_yards,305,311.0,6.0,6.0,duplicate_plays
401754375,2025,1,regular,Colorado,Georgia Tech,home,canon,net_pass_yards,159,175.0,16.0,16.0,duplicate_plays
401754375,2025,1,regular,Colorado,Georgia Tech,home,canon,rush_attempts,31,30,-1,1,duplicate_plays
401754375,2025,1,regular,Colorado,Georgia Tech,home,canon,rush_yards,146,136.0,-10.0,10.0,duplicate_plays
401754375,2025,1,regular,Georgia Tech,Colorado,away,canon,total_plays,68,65,-3,3,duplicate_plays
401754375,2025,1,regular,Georgia Tech,Colorado,away,canon,total_yards,463,466.0,3.0,3.0,duplicate_plays
401754375,2025,1,regular,Georgia Tech,Colorado,away,canon,pass_attempts,21,20,-1,1,duplicate_plays
401754375,2025,1,regular,Georgia Tech,Colorado,away,canon,net_pass_yards,143,144.0,1.0,1.0,duplicate_plays
401754375,2025,1,regular,Georgia Tech,Colorado,away,canon,rush_attempts,47,45,-2,2,duplicate_plays
401754375,2025,1,regular,Georgia Tech,Colorado,away,canon,rush_yards,320,322.0,2.0,2.0,duplicate_plays
401754375,2025,1,regular,Georgia Tech,Colorado,away,canon,turnovers,3,2,-1,1,no_play_penalty
401754375,2025,1,regular,Georgia Tech,Colorado,away,canon,interceptions,1,0,-1,1,no_play_penalty
401754375,2025,1,regular,Georgia Tech,Colorado,away,canon,third_down_conversions,6,7,1,1,no_play_penalty
401752667,2025,1,regular,Baylor,Auburn,home,canon,total_plays,72,71,-1,1,fumble_or_safety_swallows_scrimmage_type
401752667,2025,1,regular,Baylor,Auburn,home,canon,total_yards,483,482.0,-1.0,1.0,fumble_or_safety_swallows_scrimmage_type
401752667,2025,1,regular,Baylor,Auburn,home,canon,net_pass_yards,419,420.0,1.0,1.0,fumble_or_safety_swallows_scrimmage_type
401752667,2025,1,regular,Baylor,Auburn,home,canon,rush_attempts,24,23,-1,1,fumble_or_safety_swallows_scrimmage_type
401752667,2025,1,regular,Baylor,Auburn,home,canon,rush_yards,64,62.0,-2.0,2.0,fumble_or_safety_swallows_scrimmage_type
401752667,2025,1,regular,Baylor,Auburn,home,canon,third_down_conversions,5,6,1,1,no_play_penalty
401752667,2025,1,regular,Auburn,Baylor,away,canon,total_plays,69,70,1,1,duplicate_plays
401752667,2025,1,regular,Auburn,Baylor,away,canon,total_yards,415,407.0,-8.0,8.0,duplicate_plays
401752667,2025,1,regular,Auburn,Baylor,away,canon,net_pass_yards,108,111.0,3.0,3.0,duplicate_plays
401752667,2025,1,regular,Auburn,Baylor,away,canon,rush_attempts,52,53,1,1,duplicate_plays
401752667,2025,1,regular,Auburn,Baylor,away,canon,rush_yards,307,296.0,-11.0,11.0,duplicate_plays
401757224,2025,1,regular,Sam Houston,UNLV,home,canon,total_plays,70,78,8,8,duplicate_plays
401757224,2025,1,regular,Sam Houston,UNLV,home,canon,total_yards,332,193.0,-139.0,139.0,duplicate_plays
401757224,2025,1,regular,Sam Houston,UNLV,home,canon,pass_attempts,35,41,6,6,duplicate_plays
401757224,2025,1,regular,Sam Houston,UNLV,home,canon,completions,19,21,2,2,duplicate_plays
401757224,2025,1,regular,Sam Houston,UNLV,home,canon,net_pass_yards,187,172.0,-15.0,15.0,duplicate_plays
401757224,2025,1,regular,Sam Houston,UNLV,home,canon,rush_attempts,35,37,2,2,duplicate_plays
401757224,2025,1,regular,Sam Houston,UNLV,home,canon,rush_yards,145,21.0,-124.0,124.0,duplicate_plays
401757224,2025,1,regular,Sam Houston,UNLV,home,canon,turnovers,1,2,1,1,accepted_or_declined_penalty
401757224,2025,1,regular,Sam Houston,UNLV,home,canon,interceptions,1,2,1,1,accepted_or_declined_penalty
401757224,2025,1,regular,Sam Houston,UNLV,home,canon,third_down_attempts,12,14,2,2,accepted_or_declined_penalty
401757224,2025,1,regular,Sam Houston,UNLV,home,canon,third_down_conversions,1,3,2,2,accepted_or_declined_penalty
401757224,2025,1,regular,UNLV,Sam Houston,away,canon,points,38,42,4,4,accepted_or_declined_penalty
401757224,2025,1,regular,UNLV,Sam Houston,away,canon,total_yards,404,390.0,-14.0,14.0,fumble_or_safety_swallows_scrimmage_type
401757224,2025,1,regular,UNLV,Sam Houston,away,canon,pass_attempts,23,24,1,1,fumble_or_safety_swallows_scrimmage_type
401757224,2025,1,regular,UNLV,Sam Houston,away,canon,net_pass_yards,249,240.0,-9.0,9.0,fumble_or_safety_swallows_scrimmage_type
401757224,2025,1,regular,UNLV,Sam Houston,away,canon,rush_attempts,33,32,-1,1,fumble_or_safety_swallows_scrimmage_type
401757224,2025,1,regular,UNLV,Sam Houston,away,canon,rush_yards,155,150.0,-5.0,5.0,fumble_or_safety_swallows_scrimmage_type
401757224,2025,1,regular,UNLV,Sam Houston,away,canon,third_down_attempts,9,8,-1,1,accepted_or_declined_penalty
401757224,2025,1,regular,UNLV,Sam Houston,away,canon,third_down_conversions,5,4,-1,1,accepted_or_declined_penalty
401760358,2025,1,regular,San José State,Central Michigan,home,canon,total_plays,67,68,1,1,fumble_or_safety_swallows_scrimmage_type
401760358,2025,1,regular,San José State,Central Michigan,home,canon,total_yards,383,376.0,-7.0,7.0,fumble_or_safety_swallows_scrimmage_type
401760358,2025,1,regular,San José State,Central Michigan,home,canon,pass_attempts,43,45,2,2,fumble_or_safety_swallows_scrimmage_type
401760358,2025,1,regular,San José State,Central Michigan,home,canon,rush_attempts,24,23,-1,1,fumble_or_safety_swallows_scrimmage_type
401760358,2025,1,regular,San José State,Central Michigan,home,canon,rush_yards,75,68.0,-7.0,7.0,fumble_or_safety_swallows_scrimmage_type
401760358,2025,1,regular,San José State,Central Michigan,home,canon,turnovers,3,1,-2,2,spike_accounting
401760358,2025,1,regular,San José State,Central Michigan,home,canon,interceptions,2,1,-1,1,spike_accounting
401760358,2025,1,regular,San José State,Central Michigan,home,canon,fumbles_lost,1,0,-1,1,spike_accounting
401760358,2025,1,regular,Central Michigan,San José State,away,canon,total_yards,362,371.0,9.0,9.0,fumble_or_safety_swallows_scrimmage_type
401760358,2025,1,regular,Central Michigan,San José State,away,canon,rush_yards,247,256.0,9.0,9.0,fumble_or_safety_swallows_scrimmage_type
401752677,2025,1,regular,Texas,Ohio State,away,canon,total_plays,67,66,-1,1,duplicate_plays
401752677,2025,1,regular,Texas,Ohio State,away,canon,total_yards,336,337.0,1.0,1.0,duplicate_plays
401752677,2025,1,regular,Texas,Ohio State,away,canon,net_pass_yards,170,176.0,6.0,6.0,duplicate_plays
401752677,2025,1,regular,Texas,Ohio State,away,canon,rush_attempts,37,36,-1,1,duplicate_plays
401752677,2025,1,regular,Texas,Ohio State,away,canon,rush_yards,166,161.0,-5.0,5.0,duplicate_plays
401752677,2025,1,regular,Texas,Ohio State,away,canon,turnovers,1,2,1,1,no_play_penalty
401752677,2025,1,regular,Texas,Ohio State,away,canon,interceptions,1,2,1,1,no_play_penalty
401752677,2025,1,regular,Texas,Ohio State,away,canon,fourth_down_attempts,5,6,1,1,no_play_penalty
401752676,2025,1,regular,Tennessee,Syracuse,home,canon,total_yards,493,478.0,-15.0,15.0,fumble_or_safety_swallows_scrimmage_type
401752676,2025,1,regular,Tennessee,Syracuse,home,canon,rush_yards,246,231.0,-15.0,15.0,fumble_or_safety_swallows_scrimmage_type
401752676,2025,1,regular,Syracuse,Tennessee,away,canon,total_plays,84,82,-2,2,fumble_or_safety_swallows_scrimmage_type
401752676,2025,1,regular,Syracuse,Tennessee,away,canon,total_yards,377,383.0,6.0,6.0,fumble_or_safety_swallows_scrimmage_type
401752676,2025,1,regular,Syracuse,Tennessee,away,canon,pass_attempts,40,39,-1,1,fumble_or_safety_swallows_scrimmage_type
401752676,2025,1,regular,Syracuse,Tennessee,away,canon,rush_attempts,44,43,-1,1,fumble_or_safety_swallows_scrimmage_type
401752676,2025,1,regular,Syracuse,Tennessee,away,canon,rush_yards,103,109.0,6.0,6.0,fumble_or_safety_swallows_scrimmage_type
401752676,2025,1,regular,Syracuse,Tennessee,away,canon,turnovers,2,1,-1,1,accepted_or_declined_penalty
401752676,2025,1,regular,Syracuse,Tennessee,away,canon,fumbles_lost,1,0,-1,1,accepted_or_declined_penalty
401752673,2025,1,regular,Southern Miss,Mississippi State,home,canon,total_plays,74,72,-2,2,duplicate_plays
401752673,2025,1,regular,Southern Miss,Mississippi State,home,canon,total_yards,301,296.0,-5.0,5.0,duplicate_plays
401752673,2025,1,regular,Southern Miss,Mississippi State,home,canon,pass_attempts,39,37,-2,2,duplicate_plays
401752673,2025,1,regular,Southern Miss,Mississippi State,home,canon,completions,26,24,-2,2,duplicate_plays
401752673,2025,1,regular,Southern Miss,Mississippi State,home,canon,net_pass_yards,199,194.0,-5.0,5.0,duplicate_plays
401752673,2025,1,regular,Southern Miss,Mississippi State,home,canon,third_down_attempts,19,18,-1,1,kneel_accounting
401752673,2025,1,regular,Mississippi State,Southern Miss,away,canon,total_plays,79,75,-4,4,fumble_or_safety_swallows_scrimmage_type
401752673,2025,1,regular,Mississippi State,Southern Miss,away,canon,total_yards,465,450.0,-15.0,15.0,fumble_or_safety_swallows_scrimmage_type
401752673,2025,1,regular,Mississippi State,Southern Miss,away,canon,pass_attempts,37,35,-2,2,fumble_or_safety_swallows_scrimmage_type
401752673,2025,1,regular,Mississippi State,Southern Miss,away,canon,completions,27,26,-1,1,kneel_accounting
401752673,2025,1,regular,Mississippi State,Southern Miss,away,canon,net_pass_yards,277,261.0,-16.0,16.0,fumble_or_safety_swallows_scrimmage_type
401752673,2025,1,regular,Mississippi State,Southern Miss,away,canon,rush_attempts,42,40,-2,2,fumble_or_safety_swallows_scrimmage_type
401752673,2025,1,regular,Mississippi State,Southern Miss,away,canon,rush_yards,188,189.0,1.0,1.0,fumble_or_safety_swallows_scrimmage_type
401752803,2025,1,regular,Northwestern,Tulane,away,canon,total_plays,63,61,-2,2,fumble_or_safety_swallows_scrimmage_type
401752803,2025,1,regular,Northwestern,Tulane,away,canon,total_yards,237,264.0,27.0,27.0,fumble_or_safety_swallows_scrimmage_type
401752803,2025,1,regular,Northwestern,Tulane,away,canon,pass_attempts,36,35,-1,1,fumble_or_safety_swallows_scrimmage_type
401752803,2025,1,regular,Northwestern,Tulane,away,canon,net_pass_yards,161,176.0,15.0,15.0,fumble_or_safety_swallows_scrimmage_type
401752803,2025,1,regular,Northwestern,Tulane,away,canon,rush_attempts,27,26,-1,1,fumble_or_safety_swallows_scrimmage_type
401752803,2025,1,regular,Northwestern,Tulane,away,canon,rush_yards,76,88.0,12.0,12.0,fumble_or_safety_swallows_scrimmage_type
401752803,2025,1,regular,Northwestern,Tulane,away,canon,turnovers,5,2,-3,3,no_play_penalty
401752803,2025,1,regular,Northwestern,Tulane,away,canon,interceptions,4,2,-2,2,no_play_penalty
401752803,2025,1,regular,Northwestern,Tulane,away,canon,fumbles_lost,1,0,-1,1,no_play_penalty
401752803,2025,1,regular,Northwestern,Tulane,away,canon,third_down_attempts,12,11,-1,1,no_play_penalty
401752803,2025,1,regular,Northwestern,Tulane,away,canon,fourth_down_attempts,2,3,1,1,no_play_penalty
401752801,2025,1,regular,Purdue,Ball State,home,canon,total_plays,59,57,-2,2,sack_accounting
401752801,2025,1,regular,Purdue,Ball State,home,canon,total_yards,433,434.0,1.0,1.0,sack_accounting
401752801,2025,1,regular,Purdue,Ball State,home,canon,pass_attempts,29,28,-1,1,sack_accounting
401752801,2025,1,regular,Purdue,Ball State,home,canon,rush_attempts,30,29,-1,1,sack_accounting
401752801,2025,1,regular,Purdue,Ball State,home,canon,rush_yards,93,94.0,1.0,1.0,sack_accounting
401752801,2025,1,regular,Ball State,Purdue,away,canon,total_plays,52,51,-1,1,sack_accounting
401752801,2025,1,regular,Ball State,Purdue,away,canon,total_yards,203,209.0,6.0,6.0,sack_accounting
401752801,2025,1,regular,Ball State,Purdue,away,canon,pass_attempts,16,15,-1,1,sack_accounting
401752801,2025,1,regular,Ball State,Purdue,away,canon,net_pass_yards,87,93.0,6.0,6.0,sack_accounting
401752801,2025,1,regular,Ball State,Purdue,away,canon,third_down_attempts,13,12,-1,1,no_play_penalty
401752797,2025,1,regular,Maryland,Florida Atlantic,home,canon,points,39,41,2,2,no_play_penalty
401752797,2025,1,regular,Maryland,Florida Atlantic,home,canon,total_yards,380,394.0,14.0,14.0,duplicate_plays
401752797,2025,1,regular,Maryland,Florida Atlantic,home,canon,pass_attempts,47,48,1,1,duplicate_plays
401752797,2025,1,regular,Maryland,Florida Atlantic,home,canon,net_pass_yards,268,272.0,4.0,4.0,duplicate_plays
401752797,2025,1,regular,Maryland,Florida Atlantic,home,canon,rush_attempts,30,29,-1,1,duplicate_plays
401752797,2025,1,regular,Maryland,Florida Atlantic,home,canon,rush_yards,112,122.0,10.0,10.0,duplicate_plays
401752797,2025,1,regular,Maryland,Florida Atlantic,home,canon,turnovers,0,1,1,1,no_play_penalty
401752797,2025,1,regular,Maryland,Florida Atlantic,home,canon,interceptions,0,1,1,1,no_play_penalty
401752797,2025,1,regular,Maryland,Florida Atlantic,home,canon,fourth_down_attempts,2,3,1,1,no_play_penalty
401752797,2025,1,regular,Florida Atlantic,Maryland,away,canon,total_plays,94,88,-6,6,sack_accounting
401752797,2025,1,regular,Florida Atlantic,Maryland,away,canon,total_yards,354,355.0,1.0,1.0,sack_accounting
401752797,2025,1,regular,Florida Atlantic,Maryland,away,canon,pass_attempts,62,57,-5,5,sack_accounting
401752797,2025,1,regular,Florida Atlantic,Maryland,away,canon,completions,36,34,-2,2,no_play_penalty
401752797,2025,1,regular,Florida Atlantic,Maryland,away,canon,net_pass_yards,277,273.0,-4.0,4.0,sack_accounting
401752797,2025,1,regular,Florida Atlantic,Maryland,away,canon,rush_attempts,32,31,-1,1,sack_accounting
401752797,2025,1,regular,Florida Atlantic,Maryland,away,canon,rush_yards,77,82.0,5.0,5.0,sack_accounting
401752797,2025,1,regular,Florida Atlantic,Maryland,away,canon,turnovers,6,4,-2,2,no_play_penalty
401752797,2025,1,regular,Florida Atlantic,Maryland,away,canon,interceptions,6,4,-2,2,no_play_penalty
401752797,2025,1,regular,Florida Atlantic,Maryland,away,canon,third_down_attempts,20,18,-2,2,no_play_penalty
401752670,2025,1,regular,Kentucky,Toledo,home,canon,total_plays,66,63,-3,3,fumble_or_safety_swallows_scrimmage_type
401752670,2025,1,regular,Kentucky,Toledo,home,canon,total_yards,305,315.0,10.0,10.0,fumble_or_safety_swallows_scrimmage_type
401752670,2025,1,regular,Kentucky,Toledo,home,canon,pass_attempts,23,22,-1,1,fumble_or_safety_swallows_scrimmage_type
401752670,2025,1,regular,Kentucky,Toledo,home,canon,net_pass_yards,85,95.0,10.0,10.0,fumble_or_safety_swallows_scrimmage_type
401752670,2025,1,regular,Kentucky,Toledo,home,canon,rush_attempts,43,41,-2,2,fumble_or_safety_swallows_scrimmage_type
401752670,2025,1,regular,Kentucky,Toledo,home,canon,turnovers,2,1,-1,1,kneel_accounting
401752670,2025,1,regular,Kentucky,Toledo,home,canon,fumbles_lost,1,0,-1,1,kneel_accounting
401752670,2025,1,regular,Kentucky,Toledo,home,canon,third_down_attempts,15,14,-1,1,kneel_accounting
401752670,2025,1,regular,Toledo,Kentucky,away,canon,total_plays,69,68,-1,1,fumble_or_safety_swallows_scrimmage_type
401752670,2025,1,regular,Toledo,Kentucky,away,canon,total_yards,329,323.0,-6.0,6.0,fumble_or_safety_swallows_scrimmage_type
401752670,2025,1,regular,Toledo,Kentucky,away,canon,pass_attempts,40,39,-1,1,fumble_or_safety_swallows_scrimmage_type
401752670,2025,1,regular,Toledo,Kentucky,away,canon,completions,23,22,-1,1,kneel_accounting
401752670,2025,1,regular,Toledo,Kentucky,away,canon,net_pass_yards,270,264.0,-6.0,6.0,fumble_or_safety_swallows_scrimmage_type
401752670,2025,1,regular,Toledo,Kentucky,away,canon,third_down_attempts,17,14,-3,3,kneel_accounting
401752670,2025,1,regular,Toledo,Kentucky,away,canon,third_down_conversions,7,6,-1,1,kneel_accounting
401752806,2025,1,regular,Indiana,Old Dominion,home,canon,total_plays,89,88,-1,1,sack_accounting
401752806,2025,1,regular,Indiana,Old Dominion,home,canon,total_yards,502,510.0,8.0,8.0,sack_accounting
401752806,2025,1,regular,Indiana,Old Dominion,home,canon,rush_attempts,57,56,-1,1,sack_accounting
401752806,2025,1,regular,Indiana,Old Dominion,home,canon,rush_yards,309,317.0,8.0,8.0,sack_accounting
401752806,2025,1,regular,Old Dominion,Indiana,away,canon,total_plays,45,43,-2,2,sack_accounting
401752806,2025,1,regular,Old Dominion,Indiana,away,canon,total_yards,314,324.0,10.0,10.0,sack_accounting
401752806,2025,1,regular,Old Dominion,Indiana,away,canon,pass_attempts,22,20,-2,2,sack_accounting
401752806,2025,1,regular,Old Dominion,Indiana,away,canon,net_pass_yards,96,106.0,10.0,10.0,sack_accounting
401752806,2025,1,regular,Old Dominion,Indiana,away,canon,turnovers,3,1,-2,2,no_play_penalty
401752806,2025,1,regular,Old Dominion,Indiana,away,canon,interceptions,3,1,-2,2,no_play_penalty
401752806,2025,1,regular,Old Dominion,Indiana,away,canon,third_down_conversions,4,5,1,1,no_play_penalty
401752669,2025,1,regular,Georgia,Marshall,home,canon,total_plays,76,75,-1,1,kneel_accounting
401752669,2025,1,regular,Georgia,Marshall,home,canon,total_yards,488,477.0,-11.0,11.0,kneel_accounting
401752669,2025,1,regular,Georgia,Marshall,home,canon,completions,19,21,2,2,kneel_accounting
401752669,2025,1,regular,Georgia,Marshall,home,canon,net_pass_yards,249,256.0,7.0,7.0,kneel_accounting
401752669,2025,1,regular,Georgia,Marshall,home,canon,rush_attempts,44,43,-1,1,kneel_accounting
401752669,2025,1,regular,Georgia,Marshall,home,canon,rush_yards,239,221.0,-18.0,18.0,kneel_accounting
401752669,2025,1,regular,Georgia,Marshall,home,canon,third_down_conversions,6,7,1,1,kneel_accounting
401752669,2025,1,regular,Marshall,Georgia,away,canon,total_plays,52,51,-1,1,kneel_accounting
401752669,2025,1,regular,Marshall,Georgia,away,canon,total_yards,207,201.0,-6.0,6.0,kneel_accounting
401752669,2025,1,regular,Marshall,Georgia,away,canon,pass_attempts,21,20,-1,1,kneel_accounting
401752669,2025,1,regular,Marshall,Georgia,away,canon,completions,11,10,-1,1,kneel_accounting
401752669,2025,1,regular,Marshall,Georgia,away,canon,net_pass_yards,129,123.0,-6.0,6.0,kneel_accounting
401752669,2025,1,regular,Marshall,Georgia,away,canon,third_down_attempts,15,14,-1,1,kneel_accounting
401752665,2025,1,regular,Florida State,Alabama,home,canon,total_yards,382,397.0,15.0,15.0,fumble_or_safety_swallows_scrimmage_type
401752665,2025,1,regular,Florida State,Alabama,home,canon,rush_yards,230,245.0,15.0,15.0,fumble_or_safety_swallows_scrimmage_type
401752665,2025,1,regular,Florida State,Alabama,home,canon,turnovers,1,0,-1,1,accepted_or_declined_penalty
401752665,2025,1,regular,Florida State,Alabama,home,canon,fumbles_lost,1,0,-1,1,accepted_or_declined_penalty
401752665,2025,1,regular,Alabama,Florida State,away,canon,total_yards,341,356.0,15.0,15.0,fumble_or_safety_swallows_scrimmage_type
401752665,2025,1,regular,Alabama,Florida State,away,canon,rush_yards,87,102.0,15.0,15.0,fumble_or_safety_swallows_scrimmage_type
401752665,2025,1,regular,Alabama,Florida State,away,canon,third_down_attempts,17,16,-1,1,accepted_or_declined_penalty
401752807,2025,1,regular,Penn State,Nevada,home,canon,total_plays,71,70,-1,1,sack_accounting
401752807,2025,1,regular,Penn State,Nevada,home,canon,total_yards,438,437.0,-1.0,1.0,sack_accounting
401752807,2025,1,regular,Penn State,Nevada,home,canon,net_pass_yards,303,293.0,-10.0,10.0,sack_accounting
401752807,2025,1,regular,Penn State,Nevada,home,canon,rush_attempts,36,35,-1,1,sack_accounting
401752807,2025,1,regular,Penn State,Nevada,home,canon,rush_yards,135,144.0,9.0,9.0,sack_accounting
401752807,2025,1,regular,Penn State,Nevada,home,canon,turnovers,0,1,1,1,no_play_penalty
401752807,2025,1,regular,Penn State,Nevada,home,canon,interceptions,0,1,1,1,no_play_penalty
401752807,2025,1,regular,Penn State,Nevada,home,canon,third_down_attempts,13,12,-1,1,no_play_penalty
401752807,2025,1,regular,Nevada,Penn State,away,canon,total_plays,52,47,-5,5,sack_accounting
401752807,2025,1,regular,Nevada,Penn State,away,canon,total_yards,203,204.0,1.0,1.0,sack_accounting
401752807,2025,1,regular,Nevada,Penn State,away,canon,pass_attempts,21,19,-2,2,sack_accounting
401752807,2025,1,regular,Nevada,Penn State,away,canon,rush_attempts,31,28,-3,3,sack_accounting
401752807,2025,1,regular,Nevada,Penn State,away,canon,rush_yards,78,79.0,1.0,1.0,sack_accounting
401752807,2025,1,regular,Nevada,Penn State,away,canon,turnovers,3,2,-1,1,no_play_penalty
401752807,2025,1,regular,Nevada,Penn State,away,canon,interceptions,1,0,-1,1,no_play_penalty
401752807,2025,1,regular,Nevada,Penn State,away,canon,third_down_attempts,11,9,-2,2,no_play_penalty
401762456,2025,1,regular,Massachusetts,Temple,home,canon,total_plays,62,60,-2,2,sack_accounting
401762456,2025,1,regular,Massachusetts,Temple,home,canon,total_yards,302,299.0,-3.0,3.0,sack_accounting
401762456,2025,1,regular,Massachusetts,Temple,home,canon,pass_attempts,40,39,-1,1,sack_accounting
401762456,2025,1,regular,Massachusetts,Temple,home,canon,completions,25,24,-1,1,kneel_accounting
401762456,2025,1,regular,Massachusetts,Temple,home,canon,net_pass_yards,199,206.0,7.0,7.0,sack_accounting
401762456,2025,1,regular,Massachusetts,Temple,home,canon,rush_attempts,22,21,-1,1,sack_accounting
401762456,2025,1,regular,Massachusetts,Temple,home,canon,rush_yards,103,93.0,-10.0,10.0,sack_accounting
401762456,2025,1,regular,Massachusetts,Temple,home,canon,turnovers,2,1,-1,1,kneel_accounting
401762456,2025,1,regular,Massachusetts,Temple,home,canon,interceptions,1,0,-1,1,kneel_accounting
401762456,2025,1,regular,Temple,Massachusetts,away,canon,total_plays,66,65,-1,1,sack_accounting
401762456,2025,1,regular,Temple,Massachusetts,away,canon,rush_attempts,37,36,-1,1,sack_accounting
401754616,2025,1,regular,Virginia,Coastal Carolina,home,canon,total_plays,78,77,-1,1,sack_accounting
401754616,2025,1,regular,Virginia,Coastal Carolina,home,canon,total_yards,467,470.0,3.0,3.0,sack_accounting
401754616,2025,1,regular,Virginia,Coastal Carolina,home,canon,pass_attempts,36,35,-1,1,sack_accounting
401754616,2025,1,regular,Virginia,Coastal Carolina,home,canon,completions,22,21,-1,1,no_play_penalty
401754616,2025,1,regular,Virginia,Coastal Carolina,home,canon,net_pass_yards,290,293.0,3.0,3.0,sack_accounting
401754616,2025,1,regular,Virginia,Coastal Carolina,home,canon,fourth_down_attempts,3,2,-1,1,no_play_penalty
401754616,2025,1,regular,Coastal Carolina,Virginia,away,canon,total_plays,66,62,-4,4,sack_accounting
401754616,2025,1,regular,Coastal Carolina,Virginia,away,canon,total_yards,261,260.0,-1.0,1.0,sack_accounting
401754616,2025,1,regular,Coastal Carolina,Virginia,away,canon,pass_attempts,37,35,-2,2,sack_accounting
401754616,2025,1,regular,Coastal Carolina,Virginia,away,canon,completions,20,19,-1,1,no_play_penalty
401754616,2025,1,regular,Coastal Carolina,Virginia,away,canon,net_pass_yards,163,161.0,-2.0,2.0,sack_accounting
401754616,2025,1,regular,Coastal Carolina,Virginia,away,canon,rush_attempts,29,27,-2,2,sack_accounting
401754616,2025,1,regular,Coastal Carolina,Virginia,away,canon,rush_yards,98,99.0,1.0,1.0,sack_accounting
401754616,2025,1,regular,Coastal Carolina,Virginia,away,canon,third_down_attempts,14,12,-2,2,no_play_penalty
401752678,2025,1,regular,Texas A&M,UTSA,home,canon,total_yards,399,389.0,-10.0,10.0,sack_accounting
401752678,2025,1,regular,Texas A&M,UTSA,home,canon,net_pass_yards,291,281.0,-10.0,10.0,sack_accounting
401752678,2025,1,regular,UTSA,Texas A&M,away,canon,points,24,25,1,1,no_play_penalty
401752678,2025,1,regular,UTSA,Texas A&M,away,canon,total_plays,67,63,-4,4,sack_accounting
401752678,2025,1,regular,UTSA,Texas A&M,away,canon,total_yards,373,358.0,-15.0,15.0,sack_accounting
401752678,2025,1,regular,UTSA,Texas A&M,away,canon,pass_attempts,34,32,-2,2,sack_accounting
401752678,2025,1,regular,UTSA,Texas A&M,away,canon,completions,21,19,-2,2,no_play_penalty
401752678,2025,1,regular,UTSA,Texas A&M,away,canon,net_pass_yards,170,152.0,-18.0,18.0,sack_accounting
401752678,2025,1,regular,UTSA,Texas A&M,away,canon,rush_attempts,33,31,-2,2,sack_accounting
401752678,2025,1,regular,UTSA,Texas A&M,away,canon,rush_yards,203,206.0,3.0,3.0,sack_accounting
401752678,2025,1,regular,UTSA,Texas A&M,away,canon,third_down_attempts,16,15,-1,1,no_play_penalty
401757225,2025,1,regular,Utah State,UTEP,home,canon,total_plays,59,64,5,5,sack_accounting
401757225,2025,1,regular,Utah State,UTEP,home,canon,total_yards,362,355.0,-7.0,7.0,sack_accounting
401757225,2025,1,regular,Utah State,UTEP,home,canon,pass_attempts,28,30,2,2,sack_accounting
401757225,2025,1,regular,Utah State,UTEP,home,canon,completions,19,20,1,1,accepted_or_declined_penalty
401757225,2025,1,regular,Utah State,UTEP,home,canon,net_pass_yards,233,238.0,5.0,5.0,sack_accounting
401757225,2025,1,regular,Utah State,UTEP,home,canon,rush_attempts,31,34,3,3,sack_accounting
401757225,2025,1,regular,Utah State,UTEP,home,canon,rush_yards,129,117.0,-12.0,12.0,sack_accounting
401757225,2025,1,regular,UTEP,Utah State,away,canon,total_plays,71,76,5,5,sack_accounting
401757225,2025,1,regular,UTEP,Utah State,away,canon,total_yards,284,230.0,-54.0,54.0,sack_accounting
401757225,2025,1,regular,UTEP,Utah State,away,canon,pass_attempts,36,40,4,4,sack_accounting
401757225,2025,1,regular,UTEP,Utah State,away,canon,completions,23,24,1,1,accepted_or_declined_penalty
401757225,2025,1,regular,UTEP,Utah State,away,canon,net_pass_yards,181,142.0,-39.0,39.0,sack_accounting
401757225,2025,1,regular,UTEP,Utah State,away,canon,rush_attempts,35,36,1,1,sack_accounting
401757225,2025,1,regular,UTEP,Utah State,away,canon,rush_yards,103,88.0,-15.0,15.0,sack_accounting
401757225,2025,1,regular,UTEP,Utah State,away,canon,third_down_attempts,15,17,2,2,accepted_or_declined_penalty
401757225,2025,1,regular,UTEP,Utah State,away,canon,third_down_conversions,4,5,1,1,accepted_or_declined_penalty
401752671,2025,1,regular,Clemson,LSU,home,canon,total_plays,58,57,-1,1,fumble_or_safety_swallows_scrimmage_type
401752671,2025,1,regular,Clemson,LSU,home,canon,pass_attempts,38,37,-1,1,fumble_or_safety_swallows_scrimmage_type
401752671,2025,1,regular,LSU,Clemson,away,canon,total_yards,354,369.0,15.0,15.0,fumble_or_safety_swallows_scrimmage_type
401752671,2025,1,regular,LSU,Clemson,away,canon,net_pass_yards,248,261.0,13.0,13.0,fumble_or_safety_swallows_scrimmage_type
401752671,2025,1,regular,LSU,Clemson,away,canon,turnovers,2,1,-1,1,no_play_penalty
401752671,2025,1,regular,LSU,Clemson,away,canon,fumbles_lost,2,1,-1,1,no_play_penalty
401752808,2025,1,regular,Michigan,New Mexico,home,canon,total_plays,63,62,-1,1,sack_accounting
401752808,2025,1,regular,Michigan,New Mexico,home,canon,total_yards,452,453.0,1.0,1.0,sack_accounting
