game_id,season,week,season_type,team,opponent,home_away,layer,statistic,official_value,reconstructed_value,raw_difference,absolute_difference,root_cause
401752937,2025,2,regular,Oregon State,Fresno State,home,raw,pass_attempts,49,58,9,9,sack_accounting
401752937,2025,2,regular,Oregon State,Fresno State,home,raw,completions,32,39,7,7,no_play_penalty
401752937,2025,2,regular,Oregon State,Fresno State,home,raw,net_pass_yards,388,479.0,91.0,91.0,sack_accounting
401752937,2025,2,regular,Oregon State,Fresno State,home,raw,rush_attempts,33,45,12,12,sack_accounting
401752937,2025,2,regular,Oregon State,Fresno State,home,raw,rush_yards,156,162.0,6.0,6.0,sack_accounting
401752937,2025,2,regular,Oregon State,Fresno State,home,raw,turnovers,2,1,-1,1,no_play_penalty
401752937,2025,2,regular,Oregon State,Fresno State,home,raw,interceptions,2,1,-1,1,no_play_penalty
401752937,2025,2,regular,Oregon State,Fresno State,home,raw,third_down_attempts,17,23,6,6,no_play_penalty
401752937,2025,2,regular,Oregon State,Fresno State,home,raw,third_down_conversions,10,15,5,5,no_play_penalty
401752937,2025,2,regular,Fresno State,Oregon State,away,raw,points,36,26,-10,10,no_play_penalty
401752937,2025,2,regular,Fresno State,Oregon State,away,raw,total_plays,45,47,2,2,sack_accounting
401752937,2025,2,regular,Fresno State,Oregon State,away,raw,total_yards,320,346.0,26.0,26.0,sack_accounting
401752937,2025,2,regular,Fresno State,Oregon State,away,raw,pass_attempts,18,17,-1,1,sack_accounting
401752937,2025,2,regular,Fresno State,Oregon State,away,raw,completions,13,12,-1,1,no_play_penalty
401752937,2025,2,regular,Fresno State,Oregon State,away,raw,net_pass_yards,121,162.0,41.0,41.0,sack_accounting
401752937,2025,2,regular,Fresno State,Oregon State,away,raw,rush_attempts,27,30,3,3,sack_accounting
401752937,2025,2,regular,Fresno State,Oregon State,away,raw,rush_yards,199,184.0,-15.0,15.0,sack_accounting
401752937,2025,2,regular,Fresno State,Oregon State,away,raw,third_down_attempts,8,7,-1,1,no_play_penalty
401752820,2025,2,regular,Wisconsin,Middle Tennessee,home,raw,total_plays,56,61,5,5,sack_accounting
401752820,2025,2,regular,Wisconsin,Middle Tennessee,home,raw,total_yards,456,563.0,107.0,107.0,sack_accounting
401752820,2025,2,regular,Wisconsin,Middle Tennessee,home,raw,pass_attempts,27,26,-1,1,sack_accounting
401752820,2025,2,regular,Wisconsin,Middle Tennessee,home,raw,completions,23,24,1,1,no_play_penalty
401752820,2025,2,regular,Wisconsin,Middle Tennessee,home,raw,net_pass_yards,283,289.0,6.0,6.0,sack_accounting
401752820,2025,2,regular,Wisconsin,Middle Tennessee,home,raw,rush_attempts,29,35,6,6,sack_accounting
401752820,2025,2,regular,Wisconsin,Middle Tennessee,home,raw,rush_yards,173,274.0,101.0,101.0,sack_accounting
401752820,2025,2,regular,Wisconsin,Middle Tennessee,home,raw,third_down_conversions,4,3,-1,1,no_play_penalty
401752820,2025,2,regular,Middle Tennessee,Wisconsin,away,raw,total_plays,60,91,31,31,sack_accounting
401752820,2025,2,regular,Middle Tennessee,Wisconsin,away,raw,total_yards,241,421.0,180.0,180.0,sack_accounting
401752820,2025,2,regular,Middle Tennessee,Wisconsin,away,raw,pass_attempts,32,48,16,16,sack_accounting
401752820,2025,2,regular,Middle Tennessee,Wisconsin,away,raw,completions,21,33,12,12,no_play_penalty
401752820,2025,2,regular,Middle Tennessee,Wisconsin,away,raw,net_pass_yards,208,346.0,138.0,138.0,sack_accounting
401752820,2025,2,regular,Middle Tennessee,Wisconsin,away,raw,rush_attempts,28,43,15,15,sack_accounting
401752820,2025,2,regular,Middle Tennessee,Wisconsin,away,raw,rush_yards,33,75.0,42.0,42.0,sack_accounting
401752820,2025,2,regular,Middle Tennessee,Wisconsin,away,raw,turnovers,1,2,1,1,no_play_penalty
401752820,2025,2,regular,Middle Tennessee,Wisconsin,away,raw,fumbles_lost,0,1,1,1,no_play_penalty
401752820,2025,2,regular,Middle Tennessee,Wisconsin,away,raw,third_down_attempts,14,21,7,7,no_play_penalty
401752820,2025,2,regular,Middle Tennessee,Wisconsin,away,raw,third_down_conversions,5,8,3,3,no_play_penalty
401752820,2025,2,regular,Middle Tennessee,Wisconsin,away,raw,fourth_down_attempts,2,4,2,2,no_play_penalty
401752820,2025,2,regular,Middle Tennessee,Wisconsin,away,raw,fourth_down_conversions,1,2,1,1,no_play_penalty
401756883,2025,2,regular,Ohio,West Virginia,home,raw,total_plays,78,76,-2,2,duplicate_plays
401756883,2025,2,regular,Ohio,West Virginia,home,raw,total_yards,429,439.0,10.0,10.0,duplicate_plays
401756883,2025,2,regular,Ohio,West Virginia,home,raw,pass_attempts,31,29,-2,2,duplicate_plays
401756883,2025,2,regular,Ohio,West Virginia,home,raw,net_pass_yards,247,248.0,1.0,1.0,duplicate_plays
401756883,2025,2,regular,Ohio,West Virginia,home,raw,rush_yards,182,191.0,9.0,9.0,duplicate_plays
401756883,2025,2,regular,Ohio,West Virginia,home,raw,turnovers,3,1,-2,2,no_play_penalty
401756883,2025,2,regular,Ohio,West Virginia,home,raw,interceptions,3,1,-2,2,no_play_penalty
401756883,2025,2,regular,Ohio,West Virginia,home,raw,third_down_attempts,14,13,-1,1,no_play_penalty
401756883,2025,2,regular,West Virginia,Ohio,away,raw,completions,15,16,1,1,no_play_penalty
401756883,2025,2,regular,West Virginia,Ohio,away,raw,turnovers,1,0,-1,1,no_play_penalty
401756883,2025,2,regular,West Virginia,Ohio,away,raw,interceptions,1,0,-1,1,no_play_penalty
401752684,2025,2,regular,Florida,South Florida,home,raw,total_yards,355,357.0,2.0,2.0,duplicate_plays
401752684,2025,2,regular,Florida,South Florida,home,raw,pass_attempts,33,34,1,1,duplicate_plays
401752684,2025,2,regular,Florida,South Florida,home,raw,net_pass_yards,222,226.0,4.0,4.0,duplicate_plays
401752684,2025,2,regular,Florida,South Florida,home,raw,rush_attempts,31,30,-1,1,duplicate_plays
401752684,2025,2,regular,Florida,South Florida,home,raw,rush_yards,133,131.0,-2.0,2.0,duplicate_plays
401752684,2025,2,regular,South Florida,Florida,away,raw,total_plays,65,64,-1,1,safety_accounting
401752684,2025,2,regular,South Florida,Florida,away,raw,total_yards,391,396.0,5.0,5.0,safety_accounting
401752684,2025,2,regular,South Florida,Florida,away,raw,net_pass_yards,263,271.0,8.0,8.0,safety_accounting
401752684,2025,2,regular,South Florida,Florida,away,raw,rush_attempts,29,28,-1,1,safety_accounting
401752684,2025,2,regular,South Florida,Florida,away,raw,rush_yards,128,125.0,-3.0,3.0,safety_accounting
401752682,2025,2,regular,Arkansas,Arkansas State,home,raw,total_plays,58,57,-1,1,duplicate_plays
401752682,2025,2,regular,Arkansas,Arkansas State,home,raw,pass_attempts,29,28,-1,1,duplicate_plays
401752682,2025,2,regular,Arkansas,Arkansas State,home,raw,turnovers,2,1,-1,1,no_play_penalty
401752682,2025,2,regular,Arkansas,Arkansas State,home,raw,interceptions,2,1,-1,1,no_play_penalty
401752682,2025,2,regular,Arkansas State,Arkansas,away,raw,points,14,21,7,7,no_play_penalty
401752682,2025,2,regular,Arkansas State,Arkansas,away,raw,total_plays,78,73,-5,5,duplicate_plays
401752682,2025,2,regular,Arkansas State,Arkansas,away,raw,total_yards,285,291.0,6.0,6.0,duplicate_plays
401752682,2025,2,regular,Arkansas State,Arkansas,away,raw,pass_attempts,36,33,-3,3,duplicate_plays
401752682,2025,2,regular,Arkansas State,Arkansas,away,raw,net_pass_yards,132,136.0,4.0,4.0,duplicate_plays
401752682,2025,2,regular,Arkansas State,Arkansas,away,raw,rush_attempts,42,40,-2,2,duplicate_plays
401752682,2025,2,regular,Arkansas State,Arkansas,away,raw,rush_yards,153,155.0,2.0,2.0,duplicate_plays
401752682,2025,2,regular,Arkansas State,Arkansas,away,raw,turnovers,2,1,-1,1,no_play_penalty
401752682,2025,2,regular,Arkansas State,Arkansas,away,raw,interceptions,2,1,-1,1,no_play_penalty
401752682,2025,2,regular,Arkansas State,Arkansas,away,raw,third_down_attempts,19,17,-2,2,no_play_penalty
401757228,2025,2,regular,Marshall,Missouri State,home,raw,total_plays,57,52,-5,5,fumble_or_safety_swallows_scrimmage_type
401757228,2025,2,regular,Marshall,Missouri State,home,raw,total_yards,274,317.0,43.0,43.0,fumble_or_safety_swallows_scrimmage_type
401757228,2025,2,regular,Marshall,Missouri State,home,raw,pass_attempts,24,18,-6,6,fumble_or_safety_swallows_scrimmage_type
401757228,2025,2,regular,Marshall,Missouri State,home,raw,completions,13,9,-4,4,kneel_accounting
401757228,2025,2,regular,Marshall,Missouri State,home,raw,net_pass_yards,83,188.0,105.0,105.0,fumble_or_safety_swallows_scrimmage_type
401757228,2025,2,regular,Marshall,Missouri State,home,raw,rush_attempts,33,34,1,1,fumble_or_safety_swallows_scrimmage_type
401757228,2025,2,regular,Marshall,Missouri State,home,raw,rush_yards,191,129.0,-62.0,62.0,fumble_or_safety_swallows_scrimmage_type
401757228,2025,2,regular,Marshall,Missouri State,home,raw,turnovers,1,0,-1,1,kneel_accounting
401757228,2025,2,regular,Marshall,Missouri State,home,raw,interceptions,1,0,-1,1,kneel_accounting
401757228,2025,2,regular,Marshall,Missouri State,home,raw,third_down_attempts,15,14,-1,1,kneel_accounting
401757228,2025,2,regular,Marshall,Missouri State,home,raw,third_down_conversions,3,2,-1,1,kneel_accounting
401757228,2025,2,regular,Marshall,Missouri State,home,raw,fourth_down_attempts,3,1,-2,2,kneel_accounting
401757228,2025,2,regular,Marshall,Missouri State,home,raw,fourth_down_conversions,1,0,-1,1,kneel_accounting
401757228,2025,2,regular,Missouri State,Marshall,away,raw,total_plays,70,84,14,14,fumble_or_safety_swallows_scrimmage_type
401757228,2025,2,regular,Missouri State,Marshall,away,raw,total_yards,474,770.0,296.0,296.0,fumble_or_safety_swallows_scrimmage_type
401757228,2025,2,regular,Missouri State,Marshall,away,raw,pass_attempts,32,42,10,10,fumble_or_safety_swallows_scrimmage_type
401757228,2025,2,regular,Missouri State,Marshall,away,raw,completions,22,28,6,6,kneel_accounting
401757228,2025,2,regular,Missouri State,Marshall,away,raw,net_pass_yards,388,577.0,189.0,189.0,fumble_or_safety_swallows_scrimmage_type
401757228,2025,2,regular,Missouri State,Marshall,away,raw,rush_attempts,38,42,4,4,fumble_or_safety_swallows_scrimmage_type
401757228,2025,2,regular,Missouri State,Marshall,away,raw,rush_yards,86,193.0,107.0,107.0,fumble_or_safety_swallows_scrimmage_type
401757228,2025,2,regular,Missouri State,Marshall,away,raw,turnovers,1,0,-1,1,kneel_accounting
401757228,2025,2,regular,Missouri State,Marshall,away,raw,interceptions,1,0,-1,1,kneel_accounting
401757228,2025,2,regular,Missouri State,Marshall,away,raw,third_down_attempts,16,20,4,4,kneel_accounting
401757228,2025,2,regular,Missouri State,Marshall,away,raw,third_down_conversions,7,10,3,3,kneel_accounting
401754527,2025,2,regular,Charlotte,North Carolina,home,raw,total_plays,69,68,-1,1,sack_accounting
401754527,2025,2,regular,Charlotte,North Carolina,home,raw,total_yards,272,291.0,19.0,19.0,sack_accounting
401754527,2025,2,regular,Charlotte,North Carolina,home,raw,pass_attempts,41,40,-1,1,sack_accounting
401754527,2025,2,regular,Charlotte,North Carolina,home,raw,net_pass_yards,250,280.0,30.0,30.0,sack_accounting
401754527,2025,2,regular,Charlotte,North Carolina,home,raw,rush_yards,22,11.0,-11.0,11.0,sack_accounting
401754527,2025,2,regular,Charlotte,North Carolina,home,raw,turnovers,2,1,-1,1,no_play_penalty
401754527,2025,2,regular,Charlotte,North Carolina,home,raw,interceptions,2,1,-1,1,no_play_penalty
401754527,2025,2,regular,North Carolina,Charlotte,away,raw,total_plays,58,57,-1,1,duplicate_plays
401754527,2025,2,regular,North Carolina,Charlotte,away,raw,total_yards,303,309.0,6.0,6.0,duplicate_plays
401754527,2025,2,regular,North Carolina,Charlotte,away,raw,net_pass_yards,155,164.0,9.0,9.0,duplicate_plays
401754527,2025,2,regular,North Carolina,Charlotte,away,raw,rush_attempts,33,32,-1,1,duplicate_plays
401754527,2025,2,regular,North Carolina,Charlotte,away,raw,rush_yards,148,145.0,-3.0,3.0,duplicate_plays
401754527,2025,2,regular,North Carolina,Charlotte,away,raw,third_down_attempts,15,14,-1,1,no_play_penalty
401754527,2025,2,regular,North Carolina,Charlotte,away,raw,third_down_conversions,5,6,1,1,no_play_penalty
401754527,2025,2,regular,North Carolina,Charlotte,away,raw,fourth_down_attempts,2,3,1,1,no_play_penalty
401756884,2025,2,regular,Rice,Houston,home,raw,total_plays,66,78,12,12,sack_accounting
401756884,2025,2,regular,Rice,Houston,home,raw,total_yards,228,268.0,40.0,40.0,sack_accounting
401756884,2025,2,regular,Rice,Houston,home,raw,pass_attempts,13,15,2,2,sack_accounting
401756884,2025,2,regular,Rice,Houston,home,raw,completions,11,13,2,2,accepted_or_declined_penalty
401756884,2025,2,regular,Rice,Houston,home,raw,net_pass_yards,51,106.0,55.0,55.0,sack_accounting
401756884,2025,2,regular,Rice,Houston,home,raw,rush_attempts,53,63,10,10,sack_accounting
401756884,2025,2,regular,Rice,Houston,home,raw,rush_yards,177,162.0,-15.0,15.0,sack_accounting
401756884,2025,2,regular,Rice,Houston,home,raw,turnovers,2,1,-1,1,accepted_or_declined_penalty
401756884,2025,2,regular,Rice,Houston,home,raw,fumbles_lost,1,0,-1,1,accepted_or_declined_penalty
401756884,2025,2,regular,Rice,Houston,home,raw,third_down_attempts,15,19,4,4,accepted_or_declined_penalty
401756884,2025,2,regular,Rice,Houston,home,raw,third_down_conversions,4,7,3,3,accepted_or_declined_penalty
401756884,2025,2,regular,Rice,Houston,home,raw,fourth_down_attempts,2,1,-1,1,accepted_or_declined_penalty
401756884,2025,2,regular,Houston,Rice,away,raw,points,35,28,-7,7,accepted_or_declined_penalty
401756884,2025,2,regular,Houston,Rice,away,raw,total_plays,59,82,23,23,sack_accounting
401756884,2025,2,regular,Houston,Rice,away,raw,total_yards,395,502.0,107.0,107.0,sack_accounting
401756884,2025,2,regular,Houston,Rice,away,raw,pass_attempts,22,31,9,9,sack_accounting
401756884,2025,2,regular,Houston,Rice,away,raw,completions,15,20,5,5,accepted_or_declined_penalty
401756884,2025,2,regular,Houston,Rice,away,raw,net_pass_yards,188,247.0,59.0,59.0,sack_accounting
401756884,2025,2,regular,Houston,Rice,away,raw,rush_attempts,37,51,14,14,sack_accounting
401756884,2025,2,regular,Houston,Rice,away,raw,rush_yards,207,255.0,48.0,48.0,sack_accounting
401756884,2025,2,regular,Houston,Rice,away,raw,third_down_attempts,16,22,6,6,accepted_or_declined_penalty
401756884,2025,2,regular,Houston,Rice,away,raw,third_down_conversions,9,13,4,4,accepted_or_declined_penalty
401756884,2025,2,regular,Houston,Rice,away,raw,fourth_down_attempts,1,2,1,1,accepted_or_declined_penalty
401756882,2025,2,regular,Kansas State,Army,home,raw,total_plays,43,42,-1,1,no_play_penalty
401756882,2025,2,regular,Kansas State,Army,home,raw,total_yards,246,237.0,-9.0,9.0,no_play_penalty
401756882,2025,2,regular,Kansas State,Army,home,raw,pass_attempts,25,24,-1,1,no_play_penalty
401756882,2025,2,regular,Kansas State,Army,home,raw,rush_yards,74,65.0,-9.0,9.0,no_play_penalty
401757232,2025,2,regular,Toledo,Western Kentucky,home,raw,turnovers,1,0,-1,1,no_play_penalty
401757232,2025,2,regular,Toledo,Western Kentucky,home,raw,interceptions,1,0,-1,1,no_play_penalty
401757232,2025,2,regular,Western Kentucky,Toledo,away,raw,total_plays,67,66,-1,1,duplicate_plays
401757232,2025,2,regular,Western Kentucky,Toledo,away,raw,total_yards,333,327.0,-6.0,6.0,duplicate_plays
401757232,2025,2,regular,Western Kentucky,Toledo,away,raw,pass_attempts,39,38,-1,1,duplicate_plays
401757232,2025,2,regular,Western Kentucky,Toledo,away,raw,completions,24,23,-1,1,duplicate_plays
401757232,2025,2,regular,Western Kentucky,Toledo,away,raw,net_pass_yards,274,268.0,-6.0,6.0,duplicate_plays
401757232,2025,2,regular,Western Kentucky,Toledo,away,raw,turnovers,2,1,-1,1,no_play_penalty
401757232,2025,2,regular,Western Kentucky,Toledo,away,raw,fumbles_lost,1,0,-1,1,no_play_penalty
401757232,2025,2,regular,Western Kentucky,Toledo,away,raw,third_down_attempts,14,13,-1,1,no_play_penalty
401757232,2025,2,regular,Western Kentucky,Toledo,away,raw,fourth_down_attempts,2,3,1,1,no_play_penalty
401761598,2025,2,regular,Georgia State,Memphis,home,raw,total_plays,68,82,14,14,safety_accounting
401761598,2025,2,regular,Georgia State,Memphis,home,raw,total_yards,389,565.0,176.0,176.0,safety_accounting
401761598,2025,2,regular,Georgia State,Memphis,home,raw,pass_attempts,41,45,4,4,safety_accounting
401761598,2025,2,regular,Georgia State,Memphis,home,raw,completions,29,38,9,9,no_play_penalty
401761598,2025,2,regular,Georgia State,Memphis,home,raw,net_pass_yards,340,464.0,124.0,124.0,safety_accounting
401761598,2025,2,regular,Georgia State,Memphis,home,raw,rush_attempts,27,37,10,10,safety_accounting
401761598,2025,2,regular,Georgia State,Memphis,home,raw,rush_yards,49,101.0,52.0,52.0,safety_accounting
401761598,2025,2,regular,Georgia State,Memphis,home,raw,turnovers,1,0,-1,1,no_play_penalty
401761598,2025,2,regular,Georgia State,Memphis,home,raw,interceptions,1,0,-1,1,no_play_penalty
401761598,2025,2,regular,Georgia State,Memphis,home,raw,third_down_attempts,15,19,4,4,no_play_penalty
401761598,2025,2,regular,Georgia State,Memphis,home,raw,third_down_conversions,6,10,4,4,no_play_penalty
401761598,2025,2,regular,Georgia State,Memphis,home,raw,fourth_down_attempts,3,2,-1,1,no_play_penalty
401761598,2025,2,regular,Georgia State,Memphis,home,raw,fourth_down_conversions,1,0,-1,1,no_play_penalty
401761598,2025,2,regular,Memphis,Georgia State,away,raw,points,38,31,-7,7,no_play_penalty
401761598,2025,2,regular,Memphis,Georgia State,away,raw,total_plays,60,64,4,4,safety_accounting
401761598,2025,2,regular,Memphis,Georgia State,away,raw,total_yards,401,523.0,122.0,122.0,safety_accounting
401761598,2025,2,regular,Memphis,Georgia State,away,raw,pass_attempts,20,24,4,4,safety_accounting
401761598,2025,2,regular,Memphis,Georgia State,away,raw,completions,16,20,4,4,no_play_penalty
401761598,2025,2,regular,Memphis,Georgia State,away,raw,net_pass_yards,196,251.0,55.0,55.0,safety_accounting
401761598,2025,2,regular,Memphis,Georgia State,away,raw,rush_yards,205,272.0,67.0,67.0,safety_accounting
401761598,2025,2,regular,Memphis,Georgia State,away,raw,third_down_conversions,5,4,-1,1,no_play_penalty
401761601,2025,2,regular,South Alabama,Tulane,home,raw,total_plays,65,64,-1,1,duplicate_plays
401761601,2025,2,regular,South Alabama,Tulane,home,raw,total_yards,421,441.0,20.0,20.0,duplicate_plays
401761601,2025,2,regular,South Alabama,Tulane,home,raw,completions,17,16,-1,1,duplicate_plays
401761601,2025,2,regular,South Alabama,Tulane,home,raw,net_pass_yards,231,232.0,1.0,1.0,duplicate_plays
401761601,2025,2,regular,South Alabama,Tulane,home,raw,rush_attempts,41,40,-1,1,duplicate_plays
401761601,2025,2,regular,South Alabama,Tulane,home,raw,rush_yards,190,209.0,19.0,19.0,duplicate_plays
401761601,2025,2,regular,South Alabama,Tulane,home,raw,turnovers,2,1,-1,1,no_play_penalty
401761601,2025,2,regular,South Alabama,Tulane,home,raw,fumbles_lost,2,1,-1,1,no_play_penalty
401761601,2025,2,regular,Tulane,South Alabama,away,raw,total_plays,72,70,-2,2,fumble_or_safety_swallows_scrimmage_type
401761601,2025,2,regular,Tulane,South Alabama,away,raw,total_yards,406,385.0,-21.0,21.0,fumble_or_safety_swallows_scrimmage_type
401761601,2025,2,regular,Tulane,South Alabama,away,raw,rush_attempts,45,43,-2,2,fumble_or_safety_swallows_scrimmage_type
401761601,2025,2,regular,Tulane,South Alabama,away,raw,rush_yards,241,220.0,-21.0,21.0,fumble_or_safety_swallows_scrimmage_type
401761601,2025,2,regular,Tulane,South Alabama,away,raw,third_down_attempts,17,16,-1,1,no_play_penalty
401752816,2025,2,regular,Michigan State,Boston College,home,raw,points,42,34,-8,8,no_play_penalty
401752816,2025,2,regular,Michigan State,Boston College,home,raw,total_plays,64,69,5,5,sack_accounting
401752816,2025,2,regular,Michigan State,Boston College,home,raw,total_yards,380,381.0,1.0,1.0,sack_accounting
401752816,2025,2,regular,Michigan State,Boston College,home,raw,pass_attempts,29,32,3,3,sack_accounting
401752816,2025,2,regular,Michigan State,Boston College,home,raw,completions,19,20,1,1,no_play_penalty
401752816,2025,2,regular,Michigan State,Boston College,home,raw,net_pass_yards,231,222.0,-9.0,9.0,sack_accounting
401752816,2025,2,regular,Michigan State,Boston College,home,raw,rush_attempts,35,37,2,2,sack_accounting
401752816,2025,2,regular,Michigan State,Boston College,home,raw,rush_yards,149,159.0,10.0,10.0,sack_accounting
401752816,2025,2,regular,Michigan State,Boston College,home,raw,turnovers,1,0,-1,1,no_play_penalty
401752816,2025,2,regular,Michigan State,Boston College,home,raw,fumbles_lost,1,0,-1,1,no_play_penalty
401752816,2025,2,regular,Michigan State,Boston College,home,raw,third_down_attempts,12,15,3,3,no_play_penalty
401752816,2025,2,regular,Michigan State,Boston College,home,raw,third_down_conversions,5,7,2,2,no_play_penalty
401752816,2025,2,regular,Michigan State,Boston College,home,raw,fourth_down_attempts,2,3,1,1,no_play_penalty
401752816,2025,2,regular,Michigan State,Boston College,home,raw,fourth_down_conversions,1,2,1,1,no_play_penalty
401752816,2025,2,regular,Boston College,Michigan State,away,raw,points,40,34,-6,6,no_play_penalty
401752816,2025,2,regular,Boston College,Michigan State,away,raw,total_plays,70,78,8,8,sack_accounting
401752816,2025,2,regular,Boston College,Michigan State,away,raw,total_yards,457,611.0,154.0,154.0,sack_accounting
401752816,2025,2,regular,Boston College,Michigan State,away,raw,pass_attempts,45,48,3,3,sack_accounting
401752816,2025,2,regular,Boston College,Michigan State,away,raw,completions,34,41,7,7,no_play_penalty
401752816,2025,2,regular,Boston College,Michigan State,away,raw,net_pass_yards,390,497.0,107.0,107.0,sack_accounting
401752816,2025,2,regular,Boston College,Michigan State,away,raw,rush_attempts,25,30,5,5,sack_accounting
401752816,2025,2,regular,Boston College,Michigan State,away,raw,rush_yards,67,114.0,47.0,47.0,sack_accounting
401752816,2025,2,regular,Boston College,Michigan State,away,raw,turnovers,1,0,-1,1,no_play_penalty
401752816,2025,2,regular,Boston College,Michigan State,away,raw,fumbles_lost,1,0,-1,1,no_play_penalty
401752816,2025,2,regular,Boston College,Michigan State,away,raw,third_down_conversions,5,4,-1,1,no_play_penalty
401752688,2025,2,regular,Arizona State,Mississippi State,away,raw,total_plays,74,72,-2,2,sack_accounting
401752688,2025,2,regular,Arizona State,Mississippi State,away,raw,pass_attempts,23,21,-2,2,sack_accounting
401752688,2025,2,regular,Arizona State,Mississippi State,away,raw,turnovers,2,1,-1,1,accepted_or_declined_penalty
401752688,2025,2,regular,Arizona State,Mississippi State,away,raw,interceptions,2,1,-1,1,accepted_or_declined_penalty
401752688,2025,2,regular,Arizona State,Mississippi State,away,raw,third_down_attempts,14,13,-1,1,accepted_or_declined_penalty
401752690,2025,2,regular,Oklahoma,Michigan,home,raw,total_plays,74,73,-1,1,sack_accounting
401752690,2025,2,regular,Oklahoma,Michigan,home,raw,total_yards,408,417.0,9.0,9.0,sack_accounting
401752690,2025,2,regular,Oklahoma,Michigan,home,raw,pass_attempts,34,33,-1,1,sack_accounting
401752690,2025,2,regular,Oklahoma,Michigan,home,raw,rush_yards,138,147.0,9.0,9.0,sack_accounting
401752690,2025,2,regular,Oklahoma,Michigan,home,raw,turnovers,2,1,-1,1,no_play_penalty
401752690,2025,2,regular,Oklahoma,Michigan,home,raw,fumbles_lost,1,0,-1,1,no_play_penalty
401752690,2025,2,regular,Oklahoma,Michigan,home,raw,third_down_conversions,9,10,1,1,no_play_penalty
401752690,2025,2,regular,Michigan,Oklahoma,away,raw,total_yards,288,298.0,10.0,10.0,sack_accounting
401752690,2025,2,regular,Michigan,Oklahoma,away,raw,rush_yards,146,156.0,10.0,10.0,sack_accounting
401752810,2025,2,regular,Nebraska,Akron,home,raw,total_plays,73,71,-2,2,safety_accounting
401752810,2025,2,regular,Nebraska,Akron,home,raw,total_yards,728,717.0,-11.0,11.0,safety_accounting
401752810,2025,2,regular,Nebraska,Akron,home,raw,net_pass_yards,494,492.0,-2.0,2.0,safety_accounting
401752810,2025,2,regular,Nebraska,Akron,home,raw,rush_attempts,33,31,-2,2,safety_accounting
401752810,2025,2,regular,Nebraska,Akron,home,raw,rush_yards,234,225.0,-9.0,9.0,safety_accounting
401752810,2025,2,regular,Akron,Nebraska,away,raw,total_plays,59,57,-2,2,duplicate_plays
401752810,2025,2,regular,Akron,Nebraska,away,raw,total_yards,175,201.0,26.0,26.0,duplicate_plays
401752810,2025,2,regular,Akron,Nebraska,away,raw,net_pass_yards,62,68.0,6.0,6.0,duplicate_plays
401752810,2025,2,regular,Akron,Nebraska,away,raw,rush_attempts,36,34,-2,2,duplicate_plays
401752810,2025,2,regular,Akron,Nebraska,away,raw,rush_yards,113,133.0,20.0,20.0,duplicate_plays
401752810,2025,2,regular,Akron,Nebraska,away,raw,third_down_attempts,14,12,-2,2,kneel_accounting
401752683,2025,2,regular,Auburn,Ball State,home,raw,total_plays,67,63,-4,4,fumble_or_safety_swallows_scrimmage_type
401752683,2025,2,regular,Auburn,Ball State,home,raw,total_yards,495,509.0,14.0,14.0,fumble_or_safety_swallows_scrimmage_type
401752683,2025,2,regular,Auburn,Ball State,home,raw,rush_attempts,34,30,-4,4,fumble_or_safety_swallows_scrimmage_type
401752683,2025,2,regular,Auburn,Ball State,home,raw,rush_yards,224,238.0,14.0,14.0,fumble_or_safety_swallows_scrimmage_type
401752683,2025,2,regular,Auburn,Ball State,home,raw,turnovers,1,0,-1,1,kneel_accounting
401752683,2025,2,regular,Auburn,Ball State,home,raw,fumbles_lost,1,0,-1,1,kneel_accounting
401752683,2025,2,regular,Auburn,Ball State,home,raw,third_down_attempts,11,9,-2,2,kneel_accounting
401752683,2025,2,regular,Ball State,Auburn,away,raw,total_plays,49,47,-2,2,fumble_or_safety_swallows_scrimmage_type
401752683,2025,2,regular,Ball State,Auburn,away,raw,total_yards,68,69.0,1.0,1.0,fumble_or_safety_swallows_scrimmage_type
401752683,2025,2,regular,Ball State,Auburn,away,raw,pass_attempts,16,15,-1,1,fumble_or_safety_swallows_scrimmage_type
401752683,2025,2,regular,Ball State,Auburn,away,raw,completions,10,9,-1,1,kneel_accounting
401752683,2025,2,regular,Ball State,Auburn,away,raw,net_pass_yards,71,66.0,-5.0,5.0,fumble_or_safety_swallows_scrimmage_type
401752683,2025,2,regular,Ball State,Auburn,away,raw,rush_attempts,33,32,-1,1,fumble_or_safety_swallows_scrimmage_type
401752683,2025,2,regular,Ball State,Auburn,away,raw,rush_yards,-3,3.0,6.0,6.0,fumble_or_safety_swallows_scrimmage_type
401752683,2025,2,regular,Ball State,Auburn,away,raw,turnovers,1,0,-1,1,kneel_accounting
401752683,2025,2,regular,Ball State,Auburn,away,raw,fumbles_lost,1,0,-1,1,kneel_accounting
401752683,2025,2,regular,Ball State,Auburn,away,raw,third_down_attempts,14,13,-1,1,kneel_accounting
401752687,2025,2,regular,LSU,Louisiana Tech,home,raw,total_plays,75,74,-1,1,duplicate_plays
401752687,2025,2,regular,LSU,Louisiana Tech,home,raw,total_yards,365,381.0,16.0,16.0,duplicate_plays
401752687,2025,2,regular,LSU,Louisiana Tech,home,raw,net_pass_yards,237,256.0,19.0,19.0,duplicate_plays
401752687,2025,2,regular,LSU,Louisiana Tech,home,raw,rush_attempts,34,33,-1,1,duplicate_plays
401752687,2025,2,regular,LSU,Louisiana Tech,home,raw,rush_yards,128,125.0,-3.0,3.0,duplicate_plays
